    7.9370     -7.9875
    5.2157     -7.9680
    2.7608     -7.9485
    1.3746     -7.9290
    0.7951     -7.9095
    0.5233     -7.8900
    0.3309     -7.8705
    0.2267     -7.8510
    0.2856     -7.8315
    0.5399     -7.8120
    0.9072     -7.7925
    1.1841     -7.7730
    1.2025     -7.7535
    1.0305     -7.7340
    0.9296     -7.7145
    1.0541     -7.6950
    1.2510     -7.6755
    1.2346     -7.6560
    0.9268     -7.6365
    0.5173     -7.6170
    0.2146     -7.5975
    0.0727     -7.5780
    0.0484     -7.5585
    0.1162     -7.5390
    0.2954     -7.5195
    0.5952     -7.5000
    0.9427     -7.4805
    1.1880     -7.4610
    1.2224     -7.4415
    1.1032     -7.4220
    1.0412     -7.4025
    1.2305     -7.3830
    1.6788     -7.3635
    2.1852     -7.3440
    2.4637     -7.3245
    2.3331     -7.3050
    1.8458     -7.2855
    1.2444     -7.2660
    0.8105     -7.2465
    0.7365     -7.2270
    1.0389     -7.2075
    1.5321     -7.1880
    1.9372     -7.1685
    2.0556     -7.1490
    1.8416     -7.1295
    1.4016     -7.1100
    0.9662     -7.0905
    0.7374     -7.0710
    0.7073     -7.0515
    0.7094     -7.0320
    0.6587     -7.0125
    0.6608     -6.9930
    0.8777     -6.9735
    1.3603     -6.9540
    2.0106     -6.9345
    2.6196     -6.9150
    2.9820     -6.8955
    3.0675     -6.8760
    3.0158     -6.8565
    2.9132     -6.8370
    2.7002     -6.8175
    2.3621     -6.7980
    2.0710     -6.7785
    2.0022     -6.7590
    2.1330     -6.7395
    2.4052     -6.7200
    2.9290     -6.7005
    3.8085     -6.6810
    4.8820     -6.6615
    5.7328     -6.6420
    5.8851     -6.6225
    5.1387     -6.6030
    3.8659     -6.5835
    2.7577     -6.5640
    2.1566     -6.5445
    1.8362     -6.5250
    1.4516     -6.5055
    0.9689     -6.4860
    0.6075     -6.4665
    0.5642     -6.4470
    0.8959     -6.4275
    1.5609     -6.4080
    2.4332     -6.3885
    3.2450     -6.3690
    3.6207     -6.3495
    3.3329     -6.3300
    2.5438     -6.3105
    1.6936     -6.2910
    1.1584     -6.2715
    1.0553     -6.2520
    1.2757     -6.2325
    1.6061     -6.2130
    1.8411     -6.1935
    1.8703     -6.1740
    1.7245     -6.1545
    1.5317     -6.1350
    1.4069     -6.1155
    1.4017     -6.0960
    1.5385     -6.0765
    1.8206     -6.0570
    2.1740     -6.0375
    2.4397     -6.0180
    2.4724     -5.9985
    2.2144     -5.9790
    1.7095     -5.9595
    1.1184     -5.9400
    0.6644     -5.9205
    0.5172     -5.9010
    0.7676     -5.8815
    1.4370     -5.8620
    2.3849     -5.8425
    3.2889     -5.8230
    3.8448     -5.8035
    3.9404     -5.7840
    3.6627     -5.7645
    3.2886     -5.7450
    3.1741     -5.7255
    3.4582     -5.7060
    3.8993     -5.6865
    4.0562     -5.6670
    3.6413     -5.6475
    2.7863     -5.6280
    1.9768     -5.6085
    1.6544     -5.5890
    1.9004     -5.5695
    2.4723     -5.5500
    3.0149     -5.5305
    3.2579     -5.5110
    3.1325     -5.4915
    2.7338     -5.4720
    2.2385     -5.4525
    1.9192     -5.4330
    2.1125     -5.4135
    3.0092     -5.3940
    4.4618     -5.3745
    6.0799     -5.3550
    7.5087     -5.3355
    8.5527     -5.3160
    9.1368     -5.2965
    9.2973     -5.2770
    9.1181     -5.2575
    8.5769     -5.2380
    7.5827     -5.2185
    6.2372     -5.1990
    4.9163     -5.1795
    3.9917     -5.1600
    3.5741     -5.1405
    3.5490     -5.1210
    3.7162     -5.1015
    3.8848     -5.0820
    3.9425     -5.0625
    3.8979     -5.0430
    3.9124     -5.0235
    4.2580     -5.0040
    5.0860     -4.9845
    6.2633     -4.9650
    7.5781     -4.9455
    8.9707     -4.9260
   10.3759     -4.9065
   11.4657     -4.8870
   11.7374     -4.8675
   10.9673     -4.8480
    9.5840     -4.8285
    8.4042     -4.8090
    7.9588     -4.7895
    8.2741     -4.7700
    9.1600     -4.7505
   10.3948     -4.7310
   11.7672     -4.7115
   13.1455     -4.6920
   14.4051     -4.6725
   15.3066     -4.6530
   15.6139     -4.6335
   15.3130     -4.6140
   14.5936     -4.5945
   13.6460     -4.5750
   12.6321     -4.5555
   11.8390     -4.5360
   11.6185     -4.5165
   12.0697     -4.4970
   12.8966     -4.4775
   13.6581     -4.4580
   14.1619     -4.4385
   14.6262     -4.4190
   15.4466     -4.3995
   16.7015     -4.3800
   17.9247     -4.3605
   18.6349     -4.3410
   18.9968     -4.3215
   19.6264     -4.3020
   20.9754     -4.2825
   23.1109     -4.2630
   25.6377     -4.2435
   27.6756     -4.2240
   28.4363     -4.2045
   28.0966     -4.1850
   27.7886     -4.1655
   28.4849     -4.1460
   30.1200     -4.1265
   31.9335     -4.1070
   33.2630     -4.0875
   33.8044     -4.0680
   33.5983     -4.0485
   33.1434     -4.0290
   33.1130     -4.0095
   33.5484     -3.9900
   33.7160     -3.9705
   33.0130     -3.9510
   31.5864     -3.9315
   29.9936     -3.9120
   28.6415     -3.8925
   27.6011     -3.8730
   26.7317     -3.8535
   25.8848     -3.8340
   25.1138     -3.8145
   24.7417     -3.7950
   25.0453     -3.7755
   25.9831     -3.7560
   27.4638     -3.7365
   29.5681     -3.7170
   32.1975     -3.6975
   34.7086     -3.6780
   36.1678     -3.6585
   36.1845     -3.6390
   35.3713     -3.6195
   34.5106     -3.6000
   33.5871     -3.5805
   32.3284     -3.5610
   31.1832     -3.5415
   31.0362     -3.5220
   32.2543     -3.5025
   34.3413     -3.4830
   36.3040     -3.4635
   37.2172     -3.4440
   36.8075     -3.4245
   35.9405     -3.4050
   36.2282     -3.3855
   38.3510     -3.3660
   40.8221     -3.3465
   41.3915     -3.3270
   39.6155     -3.3075
   36.8406     -3.2880
   34.1373     -3.2685
   31.8823     -3.2490
   30.7145     -3.2295
   31.3689     -3.2100
   34.0386     -3.1905
   38.4088     -3.1710
   43.5908     -3.1515
   48.1388     -3.1320
   50.9836     -3.1125
   52.1329     -3.0930
   52.0932     -3.0735
   51.4025     -3.0540
   50.9982     -3.0345
   51.9531     -3.0150
   54.2932     -2.9955
   56.6240     -2.9760
   57.4575     -2.9565
   56.8369     -2.9370
   56.3160     -2.9175
   57.5577     -2.8980
   61.2181     -2.8785
   66.6263     -2.8590
   72.1229     -2.8395
   76.2078     -2.8200
   78.6688     -2.8005
   80.2824     -2.7810
   81.5817     -2.7615
   82.3919     -2.7420
   82.3211     -2.7225
   81.3187     -2.7030
   79.8883     -2.6835
   78.9283     -2.6640
   79.1396     -2.6445
   80.0649     -2.6250
   79.7430     -2.6055
   76.2483     -2.5860
   69.8331     -2.5665
   62.6900     -2.5470
   56.6752     -2.5275
   52.2442     -2.5080
   49.2047     -2.4885
   47.1438     -2.4690
